,WB_ID,common_name,transcript,baseMean,log2FoldChange,padj,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,change
30,WBGene00219579,linc-43,F09A5.14,4.5635319454084105,2.5117106660858703,0.269938536098716,4.093523225516299,0.0,0.0,6.854193663114071,5.60142513696289,10.8320496468572,no
31,WBGene00219580,linc-18,F14B6.9,7.9836837613072005,-0.239342192471623,0.902637219685248,3.41126935459692,17.993642438748697,4.19792598400426,4.11251619786844,14.9371336985677,3.24961489405716,no
32,WBGene00219584,linc-162,F20G2.10,2.8553864437321903,4.4720394904640495,0.22174092907921103,0.6822538709193828,0.0,0.0,16.4500647914738,0.0,0.0,no
33,WBGene00219585,linc-170,F26F2.14,6.099233255071749,1.2371517876681102,0.651067663786269,10.9160619347101,0.0,0.0,20.562580989342198,1.86714171232096,3.24961489405716,no
34,WBGene00219586,linc-108,F28F8.13,3.44740379810682,-0.219436606443004,0.9388212512276309,8.187046451032598,1.38412634144221,1.39930866133475,4.11251619786844,5.60142513696289,0.0,no
35,WBGene00219588,linc-80,F32H2.14,1.50306275632841,-1.5163702055722,,4.77577709643568,2.0761895121633103,0.0,0.0,0.0,2.1664099293714396,no
36,WBGene00219590,linc-72,F46C5.14,94.35214819607809,1.96825043086759,0.00863439767738074,44.346501609759905,20.7618951216331,49.6754574773837,58.946065502781,302.476957395996,89.9060120689147,up
37,WBGene00219591,linc-149,F52A8.8,5.43619194306886,-0.283735916600783,0.877717718387506,5.458030967355059,6.22856853648993,6.296888976006381,5.48335493049126,3.7342834246419305,5.4160248234286,no
38,WBGene00219592,linc-84,F55H12.8,3.89315878277968,-1.9196613015016601,0.37622240533477097,4.77577709643568,2.76825268288441,11.194469290678,1.37083873262281,0.0,3.24961489405716,no
39,WBGene00219594,linc-59,F57G8.15,0.865953527092361,3.77733456502469,,0.0,0.0,0.0,4.11251619786844,0.0,1.0832049646857198,no
40,WBGene00219598,linc-113,K02B12.13,2.13299182807673,-2.95607307954333,0.310686820614388,6.14028483827445,2.0761895121633103,3.4982716533368796,0.0,0.0,1.0832049646857198,no
41,WBGene00219599,linc-99,K08E3.14,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,no
42,WBGene00219600,linc-118,K09E9.13,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,no
43,WBGene00219601,linc-129,K11D9.9,9.94537979420957,6.31558298100608,0.000429714463451038,0.0,0.6920631707211029,0.0,31.5292908503247,11.202850273925801,16.2480744702858,no
44,WBGene00219602,linc-151,M117.14,1.05492249897995,-0.805377650891016,,1.3645077418387699,0.0,2.7986173226695,0.0,0.0,2.1664099293714396,no
45,WBGene00219604,linc-93,T01H3.10,4.59039266253799,1.3989247376643899,0.5175970438953529,2.0467616127581496,5.5365053657688295,0.0,2.74167746524563,7.468566849283861,9.74884468217148,no
46,WBGene00219605,linc-110,T09A5.22,7.5257958899306105,2.15415225282888,0.210261087093327,6.8225387091938305,0.0,1.39930866133475,9.595871128359699,18.6714171232096,8.665639717485758,no
47,WBGene00219606,linc-133,T09A5.23,4.564858750969731,0.168400151707155,0.949668810144703,8.187046451032598,4.844442195047719,0.0,2.74167746524563,1.86714171232096,9.74884468217148,no
48,WBGene00219608,linc-58,T22C1.16,3.78055859995602,3.3451979223204305,0.166189343971574,2.0467616127581496,0.0,0.0,6.854193663114071,1.86714171232096,11.915254611542899,no
49,WBGene00219609,linc-7,T22E6.2,2096.78792528092,2.9766883177387102,2.9280254795720197e-26,446.194031581276,440.152176578622,531.737291307206,4903.49014659181,3295.5051222465004,2963.64878338013,up
50,WBGene00219611,linc-123,T26H5.13,0.933570856160482,3.8447962701536103,,0.0,0.0,0.0,0.0,5.60142513696289,0.0,no
51,WBGene00219612,linc-153,T27F2.8,2.43817075618252,1.0318484726397,0.7945394737399609,0.6822538709193828,0.0,4.19792598400426,0.0,0.0,9.74884468217148,no
52,WBGene00219613,linc-148,VK10D6R.3,0.11370897848656401,0.0612275565156454,,0.6822538709193828,0.0,0.0,0.0,0.0,0.0,no
53,WBGene00219614,linc-105,W09D10.6,20.300983875285898,7.34646029699052,1.95880532157489e-06,0.6822538709193828,0.0,0.0,54.83354930491261,39.209975958740294,27.080124117143,no
54,WBGene00219615,linc-109,W09D10.7,11.9300975982268,-0.0368322259605343,0.9809982247304471,15.691839031145802,7.61269487793214,13.293432282680099,10.9667098609825,5.60142513696289,18.414484399657198,no
55,WBGene00219616,linc-111,Y7A9A.80,3.3818755806014704,-2.32701994765168,0.355234601844526,6.8225387091938305,5.5365053657688295,4.19792598400426,0.0,3.7342834246419305,0.0,no
56,WBGene00219617,linc-25,Y17D7C.10,6.535533350016191,-0.5969000659281011,0.7122098881747251,6.8225387091938305,9.688884390095449,6.996543306673759,6.854193663114071,5.60142513696289,3.24961489405716,no
57,WBGene00219618,linc-60,Y41E3.462,6.8537784422712695,-0.7760684976930229,0.663822959689128,3.41126935459692,7.61269487793214,14.6927409440149,6.854193663114071,7.468566849283861,1.0832049646857198,no
58,WBGene00219619,linc-76,Y48A6C.9,59.18497662171821,2.8668350886162997,0.0016392869074612199,18.4208545148233,7.61269487793214,16.791703936017,238.52593947637,46.678542808024105,27.080124117143,up
59,WBGene00219620,linc-74,Y48B6A.24,2.44299000408648,-4.24050856732091,0.258144896759538,1.3645077418387699,0.0,13.293432282680099,0.0,0.0,0.0,no
60,WBGene00219624,linc-62,Y59A8B.40,0.31119028538682697,1.9847809081581298,,0.0,0.0,0.0,0.0,1.86714171232096,0.0,no
61,WBGene00219626,linc-157,Y73F4A.5,6.29220162652352,0.212727112573346,0.9323077523397958,2.0467616127581496,0.0,15.3923952746823,9.595871128359699,7.468566849283861,3.24961489405716,no
62,WBGene00219629,linc-87,Y75B8A.61,2.44167508471959,4.2275042082676295,0.18355898296220102,0.6822538709193828,0.0,0.0,0.0,7.468566849283861,6.49922978811432,no
63,WBGene00219630,linc-70,Y113G7A.23,0.8074070325079541,-2.64355450847014,,0.0,4.844442195047719,0.0,0.0,0.0,0.0,no
64,WBGene00219632,linc-163,Y113G7B.30,3.57272724778034,5.801372740029629,0.0565774707416624,0.0,0.0,0.0,0.0,14.9371336985677,6.49922978811432,no
65,WBGene00219634,linc-86,Y116A8B.99,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,no
66,WBGene00219635,linc-51,Y116F11B.25,14.669283858850301,-2.7152073329090203,0.0242388630393054,25.2433932240172,29.0666531702863,22.388938581356,0.0,3.7342834246419305,7.58243475280004,no
67,WBGene00219636,linc-81,Y116F11B.26,19.640618926163,-0.13172282560168302,0.9247540571390821,32.065931933211004,13.8412634144221,16.0920496053496,31.5292908503247,3.7342834246419305,20.5808943290287,no
68,WBGene00219637,linc-124,ZC334.16,1.6156122984757502,0.0698957347506055,,4.093523225516299,0.6920631707211029,0.0,2.74167746524563,0.0,2.1664099293714396,no
69,WBGene00219639,linc-115,ZK678.12,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,no
70,WBGene00219641,linc-47,ZK930.14,1.88997837422701,2.16729815657502,0.564007973702278,0.0,0.0,2.09896299200213,2.74167746524563,0.0,6.49922978811432,no
71,WBGene00219643,linc-78,AH9.8,3.96426553171373,-0.262222962200117,0.919189247465913,4.093523225516299,1.38412634144221,7.69619763734113,4.11251619786844,0.0,6.49922978811432,no
72,WBGene00219644,linc-69,B0507.16,2.74819507362823,5.422628320174151,0.0509780762155454,0.0,0.0,0.0,6.854193663114071,7.468566849283861,2.1664099293714396,no
73,WBGene00219645,linc-166,C02H7.6,0.454835913946255,-1.8170219923288997,,2.7290154836775296,0.0,0.0,0.0,0.0,0.0,no
74,WBGene00219646,linc-89,C04C3.15,30.3158282423947,1.25594582960144,0.0746378054730671,16.374092902065197,19.377768780190898,18.1910125973518,32.9001295829476,35.47569253409829,59.57627305771461,no
75,WBGene00219648,linc-67,C10A4.14,1.5035276635839998,-1.1792436157282,,0.6822538709193828,0.0,5.59723464533901,2.74167746524563,0.0,0.0,no
76,WBGene00219649,linc-55,C10F3.18,6.91442282808249,0.7933612737636191,0.655868395495087,8.187046451032598,4.844442195047719,2.09896299200213,1.37083873262281,13.0699919862468,11.915254611542899,no
77,WBGene00219650,linc-56,C14A11.12,0.909671827892511,-2.81635683770868,,5.458030967355059,0.0,0.0,0.0,0.0,0.0,no
78,WBGene00219651,linc-130,C14F5.12,13.766128627592199,-0.7163957629973671,0.554435154440778,19.7853622566621,7.61269487793214,23.7882472426908,13.708387326228099,11.202850273925801,6.49922978811432,no
79,WBGene00219652,linc-65,C18G1.10,1.4344984195251798,0.6208546562929229,,3.41126935459692,0.0,0.0,4.11251619786844,0.0,1.0832049646857198,no
80,WBGene00219653,linc-145,C24D10.48,0.6722586069487341,3.40210749788289,,0.0,0.0,0.0,0.0,1.86714171232096,2.1664099293714396,no
81,WBGene00219654,linc-156,C30F8.7,11.414948336760302,7.48057024417006,3.1297184584500397e-05,0.0,0.0,0.0,32.9001295829476,28.0071256848145,7.58243475280004,no
82,WBGene00219655,linc-107,C30G12.8,8.90908032719325,2.9248915846548997,0.0875321518274097,4.093523225516299,0.0,2.09896299200213,30.1584521177019,14.9371336985677,2.1664099293714396,no
83,WBGene00219657,linc-139,C33F10.25,1.0289709314347,-1.6703458893895502,,3.41126935459692,0.6920631707211029,0.6996543306673759,1.37083873262281,0.0,0.0,no
84,WBGene00219660,linc-19,C44B11.8,10.4190170204262,-1.7845223023712302,0.19065494416021697,10.233808063790699,29.7587163410074,8.39585196800851,8.22503239573689,3.7342834246419305,2.1664099293714396,no
85,WBGene00219661,linc-45,C44B11.9,10.864689630820902,-0.429027331450488,0.787505818492547,13.645077418387698,17.993642438748697,5.59723464533901,16.4500647914738,9.33570856160482,2.1664099293714396,no
86,WBGene00219662,linc-134,C45E5.54,0.5416024823428599,3.1311749870437002,,0.0,0.0,0.0,0.0,0.0,3.24961489405716,no
87,WBGene00219664,linc-73,C52E12.10,2.5328827108871,5.308816165573651,0.12455166302858399,0.0,0.0,0.0,9.595871128359699,5.60142513696289,0.0,no
88,WBGene00219665,linc-101,C54E4.11,0.9233824646525219,-0.015557599920939,,0.0,0.0,2.7986173226695,2.74167746524563,0.0,0.0,no
89,WBGene00219666,linc-31,D1014.12,4.52525661614241,3.5726019393621598,0.0993717534784294,0.0,0.0,2.09896299200213,5.48335493049126,13.0699919862468,6.49922978811432,no
90,WBGene00219667,linc-66,D2062.14,19.4084369978764,1.2071695227140602,0.29834578751369106,13.645077418387698,17.993642438748697,3.4982716533368796,8.22503239573689,37.342834246419294,35.7457638346288,no
91,WBGene00219673,linc-96,F08F3.17,2.9246034433647,-1.25468701107549,0.619930703637526,3.41126935459692,6.92063170721103,2.09896299200213,0.0,1.86714171232096,3.24961489405716,no
92,WBGene00219674,linc-122,F10C1.21,0.91389248841521,3.85004649989775,,0.0,0.0,0.0,5.48335493049126,0.0,0.0,no
93,WBGene00219675,linc-44,F10C1.22,5291.012354271,7.29139399714052,2.0327967524102794e-117,57.991579028147605,65.0539380477837,78.36128503474609,14861.262700363899,8799.83889016871,7883.565732982671,up
94,WBGene00219676,linc-48,F11C7.10,15.273597413617198,2.04177858061033,0.038889960536186007,4.77577709643568,4.844442195047719,8.39585196800851,35.6418070481932,13.0699919862468,24.913714187771603,no
95,WBGene00219678,linc-9,F21A9.3,53.3888684774651,-0.7178461583304722,0.206952270973882,69.58989483377711,67.130127559947,62.269235429396495,50.72103310704411,39.209975958740294,31.412943975885895,no
96,WBGene00219680,linc-35,F22D3.10,12.830192724157,-0.5645794833033779,0.6461998294912751,9.55155419287136,18.6857056094698,17.4913582666844,5.48335493049126,14.9371336985677,10.8320496468572,no
97,WBGene00219682,linc-50,F26D12.101,1.1071531347927699,-1.66211491194067,,4.77577709643568,0.0,0.0,0.0,1.86714171232096,0.0,no
98,WBGene00219684,linc-26,F30B5.10,2.2666975832391603,0.8691717059453941,0.793280921547076,0.0,2.76825268288441,2.09896299200213,5.48335493049126,0.0,3.24961489405716,no
99,WBGene00219685,linc-75,F31A9.8,6.3707496336704805,-1.13147703914767,0.4853814485729989,8.187046451032598,4.1523790243266205,13.993086613347499,2.74167746524563,3.7342834246419305,5.4160248234286,no
100,WBGene00219686,linc-125,F32A5.10,43.0466308458006,-0.687419718702167,0.40696533062395,92.1042725741167,28.374589999565202,38.4809881867057,26.045935919833497,42.9442593833822,30.3297390112002,no
101,WBGene00219688,linc-21,F36A4.21,60.73344928754479,1.2153295837078602,0.0232807106488848,36.1594551587273,31.1428426824497,42.678914170709895,64.4294204332723,78.4199519174805,111.57011136262899,no
102,WBGene00219689,linc-41,F36A4.22,35.3101942393151,1.08263586235841,0.14222801468836901,34.1126935459692,20.069831950912,13.993086613347499,54.83354930491261,33.6085508217774,55.2434531989717,no
103,WBGene00219690,linc-10,F39E9.24,2.85993895774316,-1.69924547502695,0.48087436876918604,4.77577709643568,4.1523790243266205,4.19792598400426,0.0,1.86714171232096,2.1664099293714396,no
104,WBGene00219691,linc-106,F39F10.6,0.11370897848656401,0.0612275565156454,,0.6822538709193828,0.0,0.0,0.0,0.0,0.0,no
105,WBGene00219692,linc-23,F40E3.10,0.491724446167781,2.9337752449054597,,0.0,0.0,0.0,0.0,1.86714171232096,1.0832049646857198,no
106,WBGene00219693,linc-144,F41G4.12,2.17819037455711,-1.89538081253912,0.538875850987111,4.77577709643568,4.1523790243266205,1.39930866133475,2.74167746524563,0.0,0.0,no
107,WBGene00219694,linc-36,F41H10.37,53.07086953462849,0.33801402394283697,0.5972980728863061,45.028755480679294,48.4444219504772,47.5764944853816,45.2376781765529,54.14710965730799,77.9907574573718,no
108,WBGene00219695,linc-126,F42A9.16,3.93691317308668,-0.134436758884902,0.954687791542132,1.3645077418387699,4.1523790243266205,6.996543306673759,2.74167746524563,1.86714171232096,6.49922978811432,no
109,WBGene00219697,linc-169,F43E2.13,33.238853781606394,2.31467141755952,0.00253320769159617,4.093523225516299,10.3809475608165,18.8906669280191,57.5752267701582,59.748534794270896,48.7442234108574,no
110,WBGene00219698,linc-92,F44E7.16,3.58173963785036,0.6693874323285219,0.796977161995809,6.14028483827445,0.0,2.09896299200213,5.48335493049126,5.60142513696289,2.1664099293714396,no
111,WBGene00219699,linc-22,F47E1.18,144.230827739544,0.378955751781971,0.5938045875622,208.769684501331,57.441243169851596,110.545384245445,167.24232537998301,110.161361026937,211.224968113715,no
112,WBGene00219700,linc-6,F52D2.13,1788.1465207818399,5.16089974574676,3.5785273055801895e-48,77.0946874138903,141.180886827105,73.4637047200745,4701.97685289625,3063.9795499187,2671.18344291499,up
113,WBGene00219702,linc-138,F54H5.13,19.5850707406433,2.4036254754904505,0.0030772537877735303,6.8225387091938305,4.844442195047719,6.996543306673759,24.6750971872107,37.342834246419294,36.8289687993145,no
114,WBGene00219704,linc-127,F56D1.16,1.2138610892915902,4.26627947959612,,0.0,0.0,0.0,0.0,1.86714171232096,5.4160248234286,no
115,WBGene00219707,linc-8,F59H5.6,78.2225834432657,-0.703260107437391,0.16458672182732298,115.983158056295,89.9682121937434,83.95851968008509,58.946065502781,72.8185267805176,47.6610184461717,no
116,WBGene00219709,linc-37,K02F3.14,29.543729372256198,0.21763064684822198,0.8411634058353751,36.8417090296467,35.987284877497395,9.095506298675891,38.383484513438795,29.8742673971354,27.080124117143,no
117,WBGene00219712,linc-167,K09H9.10,5.017826460451349,6.294797058495541,0.009215168520032159,0.0,0.0,0.0,17.8209035240966,11.202850273925801,1.0832049646857198,no
118,WBGene00219713,linc-27,K10B2.6,6.33205274917983,0.9170829373764581,0.5994712108976129,8.187046451032598,1.38412634144221,3.4982716533368796,12.337548593605302,9.33570856160482,3.24961489405716,no
119,WBGene00219714,linc-3,K12D9.16,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,no
120,WBGene00219716,linc-88,M02D8.11,12.357514183356098,7.61178535660874,9.68738201118163e-06,0.0,0.0,0.0,31.5292908503247,11.202850273925801,31.412943975885895,no
121,WBGene00219718,linc-42,R10F2.8,1.93317234743121,3.89432175702874,0.25461415600793696,0.0,0.0,0.6996543306673759,5.48335493049126,0.0,5.4160248234286,no
122,WBGene00219719,linc-57,R13A5.17,1.23001565678202,-2.05949111710682,,0.0,0.0,6.296888976006381,0.0,0.0,1.0832049646857198,no
123,WBGene00219720,linc-2,R144.17,27.804945882417698,0.0276027813635497,0.9784624627428921,27.290154836775304,37.3714112189396,18.1910125973518,30.1584521177019,22.405700547851602,31.412943975885895,no
124,WBGene00219722,linc-154,T01B6.11,8.032540445908179,1.2731117490442598,0.450934544740508,1.3645077418387699,5.5365053657688295,6.996543306673759,2.74167746524563,26.1399839724935,5.4160248234286,no
125,WBGene00219723,linc-135,T01B11.10,2.17634694883973,2.39808621917508,0.5174617557665561,0.0,0.6920631707211029,1.39930866133475,10.9667098609825,0.0,0.0,no
126,WBGene00219724,linc-100,T01C8.12,2.50356171950286,-3.12286602747514,0.3498851691449861,5.458030967355059,0.0,7.69619763734113,0.0,1.86714171232096,0.0,no
127,WBGene00219725,linc-63,T03F1.13,10.030537276300802,-0.42218922011728993,0.7757208697808149,10.9160619347101,11.0730107315377,12.5937779520128,16.4500647914738,3.7342834246419305,5.4160248234286,no
128,WBGene00219726,linc-116,T04A6.8,4.850426346454321,-1.07593231855364,0.624888544238516,2.7290154836775296,4.844442195047719,11.8941236213454,0.0,7.468566849283861,2.1664099293714396,no
129,WBGene00219727,linc-39,T04D1.7,6.05282944545728,4.04582045910816,0.0358617957337917,2.0467616127581496,0.0,0.0,10.9667098609825,16.8042754108887,6.49922978811432,no
130,WBGene00219728,linc-16,T08E11.10,9.13847968324938,0.16802916209165197,0.9200527393254119,2.7290154836775296,13.8412634144221,9.095506298675891,9.595871128359699,13.0699919862468,6.49922978811432,no
131,WBGene00219731,linc-49,T16D1.3,3.09087696807176,-1.1957575411460901,0.6889674656907541,6.14028483827445,0.6920631707211029,6.296888976006381,0.0,0.0,5.4160248234286,no
132,WBGene00219732,linc-112,T19D2.12,0.8656881083250021,-1.44578327500492,,3.41126935459692,0.0,0.6996543306673759,0.0,0.0,1.0832049646857198,no
133,WBGene00219733,linc-53,T21G5.11,4.46111341733742,-2.5317862992418103,0.269938536098716,5.458030967355059,0.6920631707211029,16.791703936017,2.74167746524563,0.0,1.0832049646857198,no
134,WBGene00219734,linc-128,T21H3.11,16.7893292607396,-0.413016535483861,0.731502323943467,28.6546625786141,19.377768780190898,9.79516062934326,19.191742256719397,7.468566849283861,16.2480744702858,no
135,WBGene00219735,linc-150,T24D8.18,1.30973901193729,4.37181795066478,,0.0,0.0,0.0,2.74167746524563,1.86714171232096,3.24961489405716,no
136,WBGene00219736,linc-20,T25D1.6,12.0306371596032,-1.48207925213658,0.16507257607102402,18.4208545148233,15.9174529265854,18.8906669280191,6.854193663114071,5.60142513696289,6.49922978811432,no
137,WBGene00219737,linc-155,T25G12.14,0.18053416078095302,1.9847809081581298,,0.0,0.0,0.0,0.0,0.0,1.0832049646857198,no
138,WBGene00219739,linc-136,T27C4.6,2.72563283685534,-3.33795846925269,0.305495419683268,4.77577709643568,0.0,10.4948149600106,0.0,0.0,1.0832049646857198,no
139,WBGene00219740,linc-117,VC5.18,0.409007282884756,2.7478357287834903,,0.0,0.0,0.0,1.37083873262281,0.0,1.0832049646857198,no
140,WBGene00219741,linc-77,W03D2.12,0.722136643123813,3.53718669709221,,0.0,0.0,0.0,0.0,0.0,4.332819858742879,no
141,WBGene00219743,linc-103,W05H9.5,13.189209273037601,2.73190031833207,0.012488974958406,6.14028483827445,1.38412634144221,2.7986173226695,30.1584521177019,22.405700547851602,16.2480744702858,no
142,WBGene00219745,linc-90,W07B3.3,10.0331671455811,1.82286741766875,0.26889026696767004,2.0467616127581496,0.0,11.194469290678,12.337548593605302,20.5385588355306,14.0816645409144,no
143,WBGene00219746,linc-91,W09C3.9,13.5183546314564,0.833770899497029,0.423166248080386,9.55155419287136,9.688884390095449,9.79516062934326,12.337548593605302,22.405700547851602,17.3312794349715,no
144,WBGene00219747,linc-79,Y9C9A.110,0.45589107907693,0.143577962693306,,1.3645077418387699,0.0,0.0,1.37083873262281,0.0,0.0,no
145,WBGene00219748,linc-46,Y16E11A.3,14.4950606686059,0.34062331781519706,0.79450142938134,17.0563467729846,15.2253897558643,6.296888976006381,24.6750971872107,7.468566849283861,16.2480744702858,no
146,WBGene00219749,linc-30,Y20F4.10,1.25150830253174,0.21602147913867303,,0.0,2.0761895121633103,1.39930866133475,0.0,1.86714171232096,2.1664099293714396,no
147,WBGene00219753,linc-152,Y46E12BL.10,4.6954144905540804,6.20376683279233,0.00526149068473111,0.0,0.0,0.0,12.337548593605302,9.33570856160482,6.49922978811432,no
148,WBGene00219754,linc-85,Y47D9A.6,2.1579552146918703,0.38756997552478,0.9295610794713721,0.0,0.0,5.59723464533901,5.48335493049126,1.86714171232096,0.0,no
149,WBGene00219755,linc-17,Y49F6A.9,12.1700794214718,2.30677622291056,0.11513473145603699,10.9160619347101,0.6920631707211029,0.6996543306673759,20.562580989342198,13.0699919862468,27.080124117143,no
150,WBGene00219756,linc-68,Y49F6A.10,0.346031585360552,-1.42111180139774,,0.0,2.0761895121633103,0.0,0.0,0.0,0.0,no
151,WBGene00219758,linc-11,Y49F6C.11,11.1472905973354,-0.8667907902753629,0.49811495205630896,12.9628235474683,19.377768780190898,10.4948149600106,9.595871128359699,11.202850273925801,3.24961489405716,no
152,WBGene00219761,linc-143,Y55D5A.11,10.662284088988,-0.458555411140634,0.834443396071896,22.514377740339604,0.6920631707211029,13.993086613347499,19.191742256719397,0.0,7.58243475280004,no
153,WBGene00219762,linc-159,Y55F3AM.22,1.04332219248129,-0.7940655658603771,,4.093523225516299,0.0,0.0,0.0,0.0,2.1664099293714396,no
154,WBGene00219763,linc-94,Y55F3C.16,0.34982716533368796,-1.4354262266645101,,0.0,0.0,2.09896299200213,0.0,0.0,0.0,no
