,WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,change,cat
748,WBGene00017670,,F21E9.6,Live,pseudogene,1.599311855,4.655828159,,0,0,0,9.595871128,0,0,no_change,
1158,WBGene00044716,,ZK1225.12,Live,pseudogene,1.599311855,4.655828159,,0,0,0,9.595871128,0,0,no_change,
1320,WBGene00077584,,C01G10.19,Live,pseudogene,1.599311855,4.655828159,,0,0,0,9.595871128,0,0,no_change,
1344,WBGene00077654,,Y69H2.18,Live,pseudogene,1.599311855,4.655828159,,0,0,0,9.595871128,0,0,no_change,
1439,WBGene00235370,,K08D10.15,Live,pseudogene,3.259385459,4.655263807,0.057475851,0,0.692063171,0,4.112516198,9.335708562,5.416024823,no_change,
187,WBGene00006250,str-219,C42D4.10,Live,pseudogene,1.540151209,4.617473455,,0,0,0,2.741677465,0,6.499229788,no_change,
388,WBGene00012320,srxa-3,W07A8.4,Live,pseudogene,1.551372893,4.615527448,,0,0,0,8.225032396,0,1.083204965,no_change,
539,WBGene00014745,,F26D2.8,Live,pseudogene,1.551372893,4.615527448,,0,0,0,8.225032396,0,1.083204965,no_change,
1445,WBGene00236807,,C06E4.22,Live,pseudogene,1.551372893,4.615527448,,0,0,0,8.225032396,0,1.083204965,no_change,
1315,WBGene00077574,,T08G5.16,Live,pseudogene,1.571051261,4.60803186,,0,0,0,2.741677465,5.601425137,1.083204965,no_change,
125,WBGene00005784,srw-37,F49H6.7,Live,pseudogene,1.555951427,4.592634608,,0,0,0,0,9.335708562,0,no_change,
183,WBGene00006243,str-210,F26G5.11,Live,pseudogene,1.555951427,4.592634608,,0,0,0,0,9.335708562,0,no_change,
287,WBGene00009472,,F36D3.7,Live,pseudogene,1.555951427,4.592634608,,0,0,0,0,9.335708562,0,no_change,
514,WBGene00014685,,C25F9.t4,Live,pseudogene,1.555951427,4.592634608,,0,0,0,0,9.335708562,0,no_change,
1223,WBGene00045202,,Y64G10A.13,Live,pseudogene,1.555951427,4.592634608,,0,0,0,0,9.335708562,0,no_change,
698,WBGene00015840,math-11,C16C4.16,Live,pseudogene,1.525051375,4.586944664,,0,0,0,0,3.734283425,5.416024823,no_change,
1237,WBGene00045319,,M04B2.8,Live,pseudogene,3.10643801,4.586907271,0.126946246,0,0,0.699654331,12.33754859,5.601425137,0,no_change,
875,WBGene00020971,,W03B1.1,Live,pseudogene,1.536273059,4.585280767,,0,0,0,5.48335493,3.734283425,0,no_change,
1328,WBGene00077604,,H24D24.3,Live,pseudogene,1.536273059,4.585280767,,0,0,0,5.48335493,3.734283425,0,no_change,
1034,WBGene00023344,,T08B2.t1,Live,pseudogene,369.637249,4.579803924,1.77E-23,42.98199387,18.68570561,27.2865189,1061.029179,670.3038747,397.536222,up,
319,WBGene00010390,srz-30,H12I19.3,Live,pseudogene,1.503433932,4.573130752,,0,0,0,6.854193663,0,2.166409929,no_change,
994,WBGene00023275,,F23G4.t1,Live,pseudogene,1.503433932,4.573130752,,0,0,0,6.854193663,0,2.166409929,no_change,
1303,WBGene00077527,,C25A1.17,Live,pseudogene,1.503433932,4.573130752,,0,0,0,6.854193663,0,2.166409929,no_change,
1447,WBGene00249825,,F17E9.19,Live,pseudogene,1.503433932,4.573130752,,0,0,0,6.854193663,0,2.166409929,no_change,
230,WBGene00007962,,C35D6.5,Live,pseudogene,25.49948968,4.557701925,1.21E-07,3.411269355,1.384126341,1.399308661,52.09187184,57.88139308,36.8289688,no_change,
1068,WBGene00023401,,ZK380.t2,Live,pseudogene,3938.324304,4.547638628,8.34E-38,257.8919632,361.2569751,349.8271653,11493.11193,6251.190453,4916.667335,up,
652,WBGene00014957,,Y102A5C.30,Live,pseudogene,1.455494971,4.529373649,,0,0,0,5.48335493,0,3.249614894,no_change,
179,WBGene00006185,str-137,F21F8.8,Live,pseudogene,3.013873428,4.517541901,0.109210983,0,0.692063171,0,1.370838733,14.9371337,1.083204965,no_change,
859,WBGene00020522,,T15B7.10,Live,pseudogene,35.82240829,4.512968106,8.32E-05,2.046761613,0,6.996543307,149.4214219,26.13998397,30.32973901,no_change,
1300,WBGene00077506,,F25D1.7,Live,pseudogene,1.453555896,4.512109551,,0,0,0,6.854193663,1.867141712,0,no_change,
1378,WBGene00194667,,Y105C5A.1271,Live,pseudogene,1.453555896,4.512109551,,0,0,0,6.854193663,1.867141712,0,no_change,
331,WBGene00010818,srt-21,M01G12.3,Live,pseudogene,1.473234264,4.510058469,,0,0,0,1.370838733,7.468566849,0,no_change,
1361,WBGene00077765,,T20F10.8,Live,pseudogene,2.913721163,4.509500952,0.076499608,0.682253871,0,0,5.48335493,3.734283425,7.582434753,no_change,
670,WBGene00014990,,ZK678.t4,Live,pseudogene,1.405616935,4.465861354,,0,0,0,5.48335493,1.867141712,1.083204965,no_change,
766,WBGene00018109,fbxb-12,F36H5.11,Live,pseudogene,1.425295302,4.463729592,,0,0,0,0,7.468566849,1.083204965,no_change,
528,WBGene00014724,,D1046.t1,Live,pseudogene,872.9201734,4.440011898,8.39E-24,73.00116419,111.4221705,46.17718582,2430.497073,1686.028966,890.394481,up,
62,WBGene00005333,srh-114,F08E10.8,Live,pseudogene,1.370838733,4.433595744,,0,0,0,8.225032396,0,0,no_change,
83,WBGene00005462,srh-256,F28B1.7,Live,pseudogene,1.370838733,4.433595744,,0,0,0,8.225032396,0,0,no_change,
96,WBGene00005561,sri-49,F22E5.14,Live,pseudogene,1.370838733,4.433595744,,0,0,0,8.225032396,0,0,no_change,
830,WBGene00019739,,M02F4.9,Live,pseudogene,1.370838733,4.433595744,,0,0,0,8.225032396,0,0,no_change,
999,WBGene00023281,,F39E9.8,Live,pseudogene,1.370838733,4.433595744,,0,0,0,8.225032396,0,0,no_change,
1126,WBGene00044285,thn-8,F28D1.12,Live,pseudogene,1.370838733,4.433595744,,0,0,0,8.225032396,0,0,no_change,
1199,WBGene00045059,,Y45F10B.18,Live,pseudogene,1.370838733,4.433595744,,0,0,0,8.225032396,0,0,no_change,
127,WBGene00005796,srw-49,T26E4.11,Live,pseudogene,1.3905171,4.431762916,,0,0,0,2.741677465,5.601425137,0,no_change,
1224,WBGene00045218,,K08C9.8,Live,pseudogene,101.0577538,4.389014677,5.02E-13,12.96282355,4.844442195,9.795160629,323.5179409,151.2384787,103.9876766,up,
967,WBGene00023236,,C14E2.t1,Live,pseudogene,2.650469839,4.371329082,0.104028552,0.682253871,0,0,6.854193663,1.867141712,6.499229788,no_change,
557,WBGene00014773,,F56D5.8,Live,pseudogene,17.46682793,4.360972901,0.002874489,0,0,4.897580315,56.20438804,11.20285027,32.49614894,no_change,
1222,WBGene00045197,,C29F4.4,Live,pseudogene,2.622209246,4.337908501,0.16235117,0.682253871,0,0,0,7.468566849,7.582434753,no_change,
339,WBGene00011149,,R08H2.8,Live,pseudogene,1.27496081,4.336581619,,0,0,0,5.48335493,0,2.166409929,no_change,
781,WBGene00018553,srt-60,F47D2.2,Live,pseudogene,1.27496081,4.336581619,,0,0,0,5.48335493,0,2.166409929,no_change,
113,WBGene00005656,srr-5,C13D9.2,Live,pseudogene,1.294639178,4.332643226,,0,0,0,0,5.601425137,2.166409929,no_change,
840,WBGene00020059,srab-15,R13D11.5,Live,pseudogene,1.294639178,4.332643226,,0,0,0,0,5.601425137,2.166409929,no_change,
883,WBGene00021130,,W10D9.2,Live,pseudogene,1.294639178,4.332643226,,0,0,0,0,5.601425137,2.166409929,no_change,
1016,WBGene00023313,,H28G03.5,Live,pseudogene,1.294639178,4.332643226,,0,0,0,0,5.601425137,2.166409929,no_change,
1433,WBGene00235338,,C24H12.19,Live,pseudogene,1.294639178,4.332643226,,0,0,0,0,5.601425137,2.166409929,no_change,
1166,WBGene00044769,,C17E4.12,Live,pseudogene,1.263739125,4.331917586,,0,0,0,0,0,7.582434753,no_change,
1174,WBGene00044905,,T26E3.11,Live,pseudogene,2.533935476,4.295614373,0.17943229,0,0,0.699654331,12.33754859,0,2.166409929,no_change,
124,WBGene00005775,srw-28,T05G11.5,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
151,WBGene00005946,srx-55,Y102A5C.24,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
263,WBGene00008873,,F15H10.6,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
363,WBGene00011628,,T08G5.9,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
690,WBGene00015603,fbxa-159,C08E3.11,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
764,WBGene00018059,,F35F10.10,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
968,WBGene00023237,,C17C3.14,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
1015,WBGene00023312,,H17B01.t4,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
1075,WBGene00023512,srz-51,T27C5.11,Live,pseudogene,1.244761142,4.267341285,,0,0,0,0,7.468566849,0,no_change,
66,WBGene00005367,srh-151,K08G2.6,Live,pseudogene,1.225082774,4.263853677,,0,0,0,5.48335493,1.867141712,0,no_change,
283,WBGene00009414,,F35E2.7,Live,pseudogene,11.51970761,4.248332024,0.003974583,0.682253871,0,2.798617323,39.75432325,7.468566849,18.4144844,no_change,
477,WBGene00013843,fbxa-49,ZC47.12,Live,pseudogene,13.7049096,4.235948072,0.00198367,0.682253871,0,3.498271653,38.38348451,9.335708562,30.32973901,no_change,
952,WBGene00022846,,ZK1055.5,Live,pseudogene,6.794769999,4.235811796,0.036099373,2.046761613,0,0,28.78761339,5.601425137,4.332819859,no_change,
1286,WBGene00077444,,F54B8.17,Live,pseudogene,1.179082887,4.231164146,,0,0,0,2.741677465,0,4.332819859,no_change,
160,WBGene00005982,srx-91,H12C20.4,Live,pseudogene,4.515764239,4.229422114,0.04862729,1.364507742,0,0,9.595871128,7.468566849,8.665639717,no_change,
288,WBGene00009474,clec-235,F36D3.10,Live,pseudogene,6.650127189,4.210100322,0.026412354,2.046761613,0,0,6.854193663,9.335708562,21.66409929,no_change,
446,WBGene00013467,,Y68A4A.5,Live,pseudogene,1.177143812,4.208528641,,0,0,0,4.112516198,1.867141712,1.083204965,no_change,
956,WBGene00023163,,W09G12.3,Live,pseudogene,1.163983053,4.189860905,,0,0,0,0,3.734283425,3.249614894,no_change,
1155,WBGene00044706,,Y26D4A.15,Live,pseudogene,1.131143926,4.174832663,,0,0,0,1.370838733,0,5.416024823,no_change,
55,WBGene00005305,srh-84,K12D9.2,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
167,WBGene00006015,srx-124,K09H11.8,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
211,WBGene00007451,,C08F11.2,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
455,WBGene00013615,fbxa-110,Y102A5C.8,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
661,WBGene00014973,,Y113G7A.t5,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
667,WBGene00014980,,ZC84.5,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
819,WBGene00019494,,K07E8.1,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
970,WBGene00023239,,C18C4.4,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
1076,WBGene00023518,srz-76,Y7A9C.8,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
1293,WBGene00077460,,Y6G8.11,Live,pseudogene,1.142365611,4.171145537,,0,0,0,6.854193663,0,0,no_change,
712,WBGene00016255,,C30E1.6,Live,pseudogene,4.382451585,4.167011755,0.125386583,0,0,1.399308661,20.56258099,0,4.332819859,no_change,
1054,WBGene00023383,,Y59E1B.t1,Live,pseudogene,116.3512412,4.142418401,1.20E-14,6.140284838,20.76189512,10.49481496,291.98865,220.3227221,148.3990802,up,
164,WBGene00005997,srx-106,F40H7.9,Live,pseudogene,1.094426649,4.113771189,,0,0,0,5.48335493,0,1.083204965,no_change,
313,WBGene00010240,gadr-1,F58D2.1,Live,pseudogene,1.094426649,4.113771189,,0,0,0,5.48335493,0,1.083204965,no_change,
394,WBGene00012419,srz-73,Y7A9C.3,Live,pseudogene,1.094426649,4.113771189,,0,0,0,5.48335493,0,1.083204965,no_change,
616,WBGene00014895,,Y43F8C.t7,Live,pseudogene,1.094426649,4.113771189,,0,0,0,5.48335493,0,1.083204965,no_change,
1291,WBGene00077454,,Y17D7C.5,Live,pseudogene,1.083204965,4.112439389,,0,0,0,0,0,6.499229788,no_change,
78,WBGene00005434,srh-224,C35D6.8,Live,pseudogene,1.114105017,4.108996528,,0,0,0,0,5.601425137,1.083204965,no_change,
381,WBGene00012079,,T27C5.6,Live,pseudogene,1.114105017,4.108996528,,0,0,0,0,5.601425137,1.083204965,no_change,
637,WBGene00014936,,Y60A3A.t2,Live,pseudogene,1.114105017,4.108996528,,0,0,0,0,5.601425137,1.083204965,no_change,
997,WBGene00023278,,F30D4.1,Live,pseudogene,1.114105017,4.108996528,,0,0,0,0,5.601425137,1.083204965,no_change,
227,WBGene00007889,,C33A12.16,Live,pseudogene,4.167856677,4.105909234,0.071956622,1.364507742,0,0,13.70838733,5.601425137,4.332819859,no_change,
57,WBGene00005312,srh-91,F25E5.11,Live,pseudogene,1.079326815,4.068845277,,0,0,0,2.741677465,3.734283425,0,no_change,
178,WBGene00006168,str-117,T26H5.7,Live,pseudogene,1.079326815,4.068845277,,0,0,0,2.741677465,3.734283425,0,no_change,
1206,WBGene00045097,,VY10G11R.2,Live,pseudogene,2.211262888,4.062754273,0.221437618,0.682253871,0,0,0,9.335708562,3.249614894,no_change,
832,WBGene00019853,srsx-20,R03H4.7,Live,pseudogene,6.132298767,4.062217766,0.024533134,0.682253871,1.384126341,0,19.19174226,11.20285027,4.332819859,no_change,
49,WBGene00005239,srh-13,R09F10.10,Live,pseudogene,0.998548727,3.990368485,,0,0,0,2.741677465,0,3.249614894,no_change,
1234,WBGene00045314,,Y39C12A.10,Live,pseudogene,0.998548727,3.990368485,,0,0,0,2.741677465,0,3.249614894,no_change,
533,WBGene00014731,,F02E9.8,Live,pseudogene,2.050667713,3.973942124,0.180195064,0,0,0.699654331,1.370838733,3.734283425,6.499229788,no_change,
56,WBGene00005307,srh-86,C44C3.4,Live,pseudogene,0.996609652,3.963696626,,0,0,0,4.112516198,1.867141712,0,no_change,
139,WBGene00005857,srw-110,ZK488.8,Live,pseudogene,0.996609652,3.963696626,,0,0,0,4.112516198,1.867141712,0,no_change,
657,WBGene00014966,,Y106G6D.t1,Live,pseudogene,0.983448892,3.940601026,,0,0,0,0,3.734283425,2.166409929,no_change,
1127,WBGene00044308,,F58F9.10,Live,pseudogene,0.983448892,3.940601026,,0,0,0,0,3.734283425,2.166409929,no_change,
1238,WBGene00045321,,Y43D4A.10,Live,pseudogene,0.983448892,3.940601026,,0,0,0,0,3.734283425,2.166409929,no_change,
1195,WBGene00045037,,F38A1.17,Live,pseudogene,3.692562757,3.91104588,0.142458956,0,1.384126341,0,17.82090352,1.867141712,1.083204965,no_change,
144,WBGene00005906,srx-15,C53D6.9,Live,pseudogene,3.61503251,3.890511971,0.096333712,1.364507742,0,0,8.225032396,5.601425137,6.499229788,no_change,
1165,WBGene00044768,,M117.7,Live,pseudogene,1.980850691,3.887699244,0.352723658,0.682253871,0,0,0,11.20285027,0,no_change,
371,WBGene00011728,,T12A7.7,Live,pseudogene,0.902670804,3.853380923,,0,0,0,0,0,5.416024823,no_change,
447,WBGene00013494,irld-58,Y70C5C.3,Live,pseudogene,0.902670804,3.853380923,,0,0,0,0,0,5.416024823,no_change,
483,WBGene00014185,,ZK1025.5,Live,pseudogene,0.902670804,3.853380923,,0,0,0,0,0,5.416024823,no_change,
503,WBGene00014671,,C08E8.t2,Live,pseudogene,0.902670804,3.853380923,,0,0,0,0,0,5.416024823,no_change,
1278,WBGene00050977,,F56H9.7,Live,pseudogene,0.902670804,3.853380923,,0,0,0,0,0,5.416024823,no_change,
100,WBGene00005570,sri-58,Y27F2A.1,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
176,WBGene00006116,str-51,C34D4.6,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
184,WBGene00006245,str-212,C02E7.12,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
200,WBGene00007160,,B0391.1,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
520,WBGene00014702,,C43D7.3,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
523,WBGene00014706,,C47A10.t3,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
552,WBGene00014768,,F49H6.6,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
815,WBGene00019390,irld-43,K04F1.11,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
1036,WBGene00023348,,T24E12.7,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
1454,WBGene00268192,,ZK697.17,Live,pseudogene,0.913892488,3.8500465,,0,0,0,5.48335493,0,0,no_change,
75,WBGene00005413,srh-202,Y68A4A.1,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
142,WBGene00005879,srw-132,T05B4.5,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
175,WBGene00006115,str-50,C34D4.16,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
232,WBGene00008026,scl-4,C39E9.1,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
522,WBGene00014704,,C47A10.t1,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
920,WBGene00022001,thn-7,Y59E9AR.6,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
1018,WBGene00023315,,K02E7.8,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
1336,WBGene00077635,,Y46G5A.42,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
1356,WBGene00077694,,C43D7.12,Live,pseudogene,0.933570856,3.84479627,,0,0,0,0,5.601425137,0,no_change,
69,WBGene00005377,srh-161,F20E11.14,Live,pseudogene,1.900072602,3.833216457,0.274511282,0.682253871,0,0,0,7.468566849,3.249614894,no_change,
555,WBGene00014771,,F55G11.3,Live,pseudogene,5.186528153,3.796960927,0.048853983,0,1.384126341,0.699654331,16.45006479,9.335708562,3.249614894,no_change,
161,WBGene00005985,srx-94,F59B1.5,Live,pseudogene,0.865953527,3.777334565,,0,0,0,4.112516198,0,1.083204965,no_change,
1417,WBGene00219477,,F57G8.14,Live,pseudogene,0.865953527,3.777334565,,0,0,0,4.112516198,0,1.083204965,no_change,
1418,WBGene00219492,,Y53F4B.63,Live,pseudogene,23.33853522,3.754596271,7.91E-06,3.411269355,4.844442195,1.399308661,56.20438804,37.34283425,36.8289688,no_change,
560,WBGene00014782,,F59A1.t2,Live,pseudogene,0.852792768,3.751251165,,0,0,0,0,1.867141712,3.249614894,no_change,
966,WBGene00023235,,C13A2.8,Live,pseudogene,0.852792768,3.751251165,,0,0,0,0,1.867141712,3.249614894,no_change,
582,WBGene00014834,,T08G5.4,Live,pseudogene,6.627384743,3.74708673,0.051053051,0,2.768252683,0,20.56258099,5.601425137,10.83204965,no_change,
758,WBGene00017877,,F28A10.9,Live,pseudogene,9.903448614,3.742548511,0.012272195,1.364507742,0,2.798617323,30.15845212,5.601425137,19.49768936,no_change,
103,WBGene00005587,sri-75,F33H12.3,Live,pseudogene,0.850853693,3.718899941,,0,0,0,1.370838733,3.734283425,0,no_change,
114,WBGene00005668,sru-5,C33A12.9,Live,pseudogene,0.850853693,3.718899941,,0,0,0,1.370838733,3.734283425,0,no_change,
157,WBGene00005972,srx-81,F43A11.5,Live,pseudogene,0.850853693,3.718899941,,0,0,0,1.370838733,3.734283425,0,no_change,
145,WBGene00005916,srx-25,C24B9.13,Live,pseudogene,0.818014566,3.700933585,,0,0,0,2.741677465,0,2.166409929,no_change,
154,WBGene00005962,srx-71,F38B7.6,Live,pseudogene,0.818014566,3.700933585,,0,0,0,2.741677465,0,2.166409929,no_change,
834,WBGene00019930,fbxc-35,R07C3.14,Live,pseudogene,0.818014566,3.700933585,,0,0,0,2.741677465,0,2.166409929,no_change,
1045,WBGene00023364,,Y22D7AR.t1,Live,pseudogene,0.818014566,3.700933585,,0,0,0,2.741677465,0,2.166409929,no_change,
1436,WBGene00235362,,Y46C8AL.12,Live,pseudogene,0.818014566,3.700933585,,0,0,0,2.741677465,0,2.166409929,no_change,
389,WBGene00012355,,W09C5.9,Live,pseudogene,17.60763462,3.698066051,0.005519304,6.822538709,0,0.699654331,49.35019437,33.60855082,15.16486951,no_change,
375,WBGene00011933,oac-47,T22H2.2,Live,pseudogene,8.081236952,3.690060425,0.064397065,0,0,3.498271653,34.27096832,7.468566849,3.249614894,no_change,
406,WBGene00012573,,Y37H2C.1,Live,pseudogene,3.205721036,3.681712946,0.113196193,0.682253871,0.692063171,0,8.225032396,7.468566849,2.166409929,no_change,
67,WBGene00005368,srh-152,K08G2.3,Live,pseudogene,6.23622037,3.66439587,0.098561156,2.729015484,0,0,28.78761339,3.734283425,2.166409929,no_change,
285,WBGene00009425,scl-16,F35E12.1,Live,pseudogene,3.090468937,3.662954867,0.211627833,1.364507742,0,0,9.595871128,0,7.582434753,no_change,
882,WBGene00021067,,W06H8.4,Live,pseudogene,24.86354762,3.658156486,0.00199299,9.551554193,0,1.399308661,64.42942043,26.13998397,47.66101845,no_change,
886,WBGene00021181,srz-27,Y9C9A.14,Live,pseudogene,3.088529862,3.654147009,0.160867801,1.364507742,0,0,10.96670986,1.867141712,4.332819859,no_change,
387,WBGene00012218,,W02H3.2,Live,pseudogene,0.802914732,3.637813717,,0,0,0,0,3.734283425,1.083204965,no_change,
642,WBGene00014945,,Y69H2.t1,Live,pseudogene,0.802914732,3.637813717,,0,0,0,0,3.734283425,1.083204965,no_change,
1187,WBGene00045016,,Y105C5A.30,Live,pseudogene,0.802914732,3.637813717,,0,0,0,0,3.734283425,1.083204965,no_change,
1212,WBGene00045105,,Y7A9C.11,Live,pseudogene,0.802914732,3.637813717,,0,0,0,0,3.734283425,1.083204965,no_change,
203,WBGene00007181,,B0462.1,Live,pseudogene,9.229924814,3.637427495,0.011920865,1.364507742,0.692063171,2.098962992,30.15845212,3.734283425,17.33127943,no_change,
762,WBGene00017956,,F31E8.6,Live,pseudogene,3.057021427,3.62456615,0.231029829,0,1.384126341,0,13.70838733,0,3.249614894,no_change,
165,WBGene00005998,srx-107,F40H7.10,Live,pseudogene,4.543204021,3.60700273,0.185844662,0,2.076189512,0,21.93341972,0,3.249614894,no_change,
736,WBGene00017345,,F10E7.3,Live,pseudogene,3.008712776,3.60596545,0.183263789,0.682253871,0,0.699654331,12.33754859,0,4.332819859,no_change,
73,WBGene00005403,srh-189,C03G6.20,Live,pseudogene,1.569203949,3.572139868,,0.682253871,0,0,5.48335493,0,3.249614894,no_change,
573,WBGene00014814,,R03D7.3,Live,pseudogene,382.3040031,3.565282736,3.89E-29,74.36567193,50.52061146,53.87338346,860.8867241,562.0096554,692.1679724,up,
1381,WBGene00194683,,T20G5.15,Live,pseudogene,4.364282819,3.549296228,0.10733649,2.046761613,0,0,12.33754859,7.468566849,4.332819859,no_change,
248,WBGene00008374,clec-220,D1054.7,Live,pseudogene,5.800891569,3.548641758,0.080773399,2.729015484,0,0,19.19174226,7.468566849,5.416024823,no_change,
107,WBGene00005619,srj-34,T07C12.5,Live,pseudogene,0.722136643,3.537186697,,0,0,0,0,0,4.332819859,no_change,
216,WBGene00007654,,C17H1.1,Live,pseudogene,0.722136643,3.537186697,,0,0,0,0,0,4.332819859,no_change,
579,WBGene00014828,,T01G1.t1,Live,pseudogene,0.722136643,3.537186697,,0,0,0,0,0,4.332819859,no_change,
732,WBGene00017115,,E03H12.9,Live,pseudogene,0.722136643,3.537186697,,0,0,0,0,0,4.332819859,no_change,
977,WBGene00023248,,C33E10.9,Live,pseudogene,0.722136643,3.537186697,,0,0,0,0,0,4.332819859,no_change,
